#opcode	name	dir	nFuncs	funcAddrs(<=3)
26119	S2C_CMD_GUIDE_BOOK_SET_WEAPON_ID_RSP	S2C	5	10641170:FUN_10641170 | 106d3650:FUN_106d3650 | 11153f60:FUN_11153f60
26120	C2S_CMD_GUIDE_BOOK_SET_NEW_REQ	C2S	5	106411e0:FUN_106411e0 | 106d36f0:FUN_106d36f0 | 11153fe0:FUN_11153fe0
26121	S2C_CMD_GUIDE_BOOK_SET_NEW_RSP	S2C	5	10641250:FUN_10641250 | 106d3790:FUN_106d3790 | 11154050:FUN_11154050
26369	C2S_CMD_DEMON_TRIAL_GET_LEVELS_REQ	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
26370	S2C_CMD_DEMON_TRIAL_GET_LEVELS_RSP	S2C	6	10641330:FUN_10641330 | 1065ede0:FUN_1065ede0 | 106d38d0:FUN_106d38d0
26372	C2S_CMD_DEMON_TRIAL_GET_LEVELS_PASS_TIME_REQ	C2S	5	106413a0:FUN_106413a0 | 106d3970:FUN_106d3970 | 11154270:FUN_11154270
26373	S2C_CMD_DEMON_TRIAL_GET_LEVELS_PASS_TIME_RSP	S2C	5	10641410:FUN_10641410 | 106d3a10:FUN_106d3a10 | 111542e0:FUN_111542e0
26881	C2S_CMD_SECRET_RESEARCH_LAB_HANDLE_REFRESH_REQ	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
26882	S2C_CMD_SECRET_RESEARCH_LAB_HANDLE_REFRESH_RSP	S2C	6	1062dfa0:FUN_1062dfa0 | 1065ede0:FUN_1065ede0 | 106b8630:FUN_106b8630
26883	C2S_CMD_SECRET_RESEARCH_LAB_RESEARCH_REQ	C2S	5	1062e010:FUN_1062e010 | 106b86d0:FUN_106b86d0 | 11154460:FUN_11154460
26884	S2C_CMD_SECRET_RESEARCH_LAB_RESEARCH_RSP	S2C	5	1062e080:FUN_1062e080 | 106b8770:FUN_106b8770 | 111544e0:FUN_111544e0
26885	S2C_CMD_SECRET_RESEARCH_LAB_DALIY_REFRESH_RSP	S2C	5	1062e0f0:FUN_1062e0f0 | 106b8810:FUN_106b8810 | 11154560:FUN_11154560
26886	S2C_CMD_SECRET_RESEARCH_LAB_CLOCK_REFRESH_RSP	S2C	5	1062e160:FUN_1062e160 | 106b88b0:FUN_106b88b0 | 111545e0:FUN_111545e0
26887	S2C_CMD_SECRET_RESEARCH_LAB_DATA_SYNCHRONIZATION_RSP	S2C	5	1062e1d0:FUN_1062e1d0 | 106b8950:FUN_106b8950 | 11154660:FUN_11154660
27137	C2S_CMD_PHY_CARD_COLLECT_CARD_REQ	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
27138	S2C_CMD_PHY_CARD_COLLECT_CARD_RSP	S2C	6	106414f0:FUN_106414f0 | 1065ede0:FUN_1065ede0 | 106d3b50:FUN_106d3b50
27139	C2S_CMD_PHY_CARD_EXCHANGE_PHY_CARD_REQ	C2S	5	10641560:FUN_10641560 | 106d3bf0:FUN_106d3bf0 | 111547e0:FUN_111547e0
27140	S2C_CMD_PHY_CARD_EXCHANGE_PHY_CARD_RSP	S2C	5	106415d0:FUN_106415d0 | 106d3c90:FUN_106d3c90 | 11154860:FUN_11154860
27141	C2S_CMD_PHY_CARD_EXCHANGE_CARD_REWARD_REQ	C2S	6	1013fb60:FUN_1013fb60 | 10641640:FUN_10641640 | 106d3d30:FUN_106d3d30
27142	S2C_CMD_PHY_CARD_EXCHANGE_CARD_REWARD_RSP	S2C	5	106416b0:FUN_106416b0 | 106d3dd0:FUN_106d3dd0 | 11154960:FUN_11154960
27143	S2C_CMD_PHY_CARD_CARD_INFO_CHANGE_NTF	S2C	5	10641720:FUN_10641720 | 106d3e70:FUN_106d3e70 | 111549e0:FUN_111549e0
