#cmd	hex	consumed	handlerMapFn	gameListenerCb	gameListenerInvoke	genListener
3078	0xc06	YES	0x11250950	-	-	-
3081	0xc09	YES	0x11250920	-	-	-
3328	0xd00	YES	-	-	-	-
3330	0xd02	YES	-	-	-	-
3331	0xd03	YES	-	-	-	-
3333	0xd05	YES	-	-	-	-
3345	0xd11	YES	-	-	-	-
3665	0xe51	YES	0x112c7eb0	-	-	-
3666	0xe52	YES	0x112c7f00	-	-	-
3667	0xe53	YES	0x112c8420	-	-	-
3668	0xe54	YES	0x112c8390	-	-	-
3669	0xe55	YES	0x112c8540	-	-	-
3670	0xe56	YES	0x11226a00	-	-	-
3671	0xe57	YES	0x112269e0	-	-	-
3672	0xe58	YES	0x112c85b0	-	-	-
3673	0xe59	YES	0x112c8470	-	-	-
3680	0xe60	YES	0x112c80f0	-	-	-
3681	0xe61	YES	0x112c8240	-	-	-
3682	0xe62	YES	0x112c8120	-	-	-
3683	0xe63	YES	0x112c8270	-	-	-
3684	0xe64	YES	0x112c8170	-	-	-
3685	0xe65	YES	0x112c8360	-	-	-
3686	0xe66	YES	0x112c82a0	-	-	-
3842	0xf02	YES	0x11269eb0	-	-	-
3844	0xf04	YES	0x1126a190	-	-	-
3848	0xf08	YES	0x11269df0	-	-	-
4001	0xfa1	YES	0x1126a290	-	-	-
4002	0xfa2	YES	-	-	-	-
4003	0xfa3	YES	-	-	-	-
4005	0xfa5	YES	-	-	-	-
4007	0xfa7	YES	-	-	-	-
4098	0x1002	YES	0x1126add0	-	-	-
4100	0x1004	YES	0x1126aca0	-	-	-
4102	0x1006	YES	0x1126ac10	-	-	-
4103	0x1007	YES	0x1126af80	-	-	-
4104	0x1008	YES	-	-	-	-
4353	0x1101	YES	0x11270e60	-	-	-
4355	0x1103	YES	0x11270ae0	-	-	-
4357	0x1105	YES	0x11270b90	-	-	-
4359	0x1107	YES	0x11270850	-	-	-
4360	0x1108	YES	-	-	-	-
4363	0x110b	YES	-	-	-	-
4365	0x110d	YES	-	-	-	-
4369	0x1111	YES	-	-	-	-
4371	0x1113	YES	-	-	-	-
4372	0x1114	YES	-	-	-	-
4374	0x1116	YES	-	-	-	-
5121	0x1401	YES	0x111e6d50,0x111e6d50	-	-	-
5122	0x1402	YES	0x111e6d80,0x111e6d80	-	-	-
5123	0x1403	YES	0x111e6d20,0x111e6d20	-	-	-
5378	0x1502	YES	0x11274f80	-	-	-
5380	0x1504	YES	0x11274f40	-	-	-
5382	0x1506	YES	0x11274e90	-	-	-
5385	0x1509	YES	0x11274fc0	-	-	-
5394	0x1512	YES	-	-	-	-
5396	0x1514	YES	-	-	-	-
5634	0x1602	YES	0x1126cf20	-	-	-
5636	0x1604	YES	0x1126d290	-	-	-
5638	0x1606	YES	0x1126cd00	-	-	-
5640	0x1608	YES	0x1126d160	-	-	-
5642	0x160a	YES	-	-	-	-
5644	0x160c	YES	-	-	-	-
5646	0x160e	YES	-	-	-	-
5648	0x1610	YES	-	-	-	-
5651	0x1613	YES	-	-	-	-
5653	0x1615	YES	-	-	-	-
5654	0x1616	YES	-	-	-	-
5655	0x1617	YES	-	-	-	-
5656	0x1618	YES	-	-	-	-
5658	0x161a	YES	-	-	-	-
5659	0x161b	YES	-	-	-	-
5660	0x161c	YES	-	-	-	-
5663	0x161f	YES	-	-	-	-
5664	0x1620	YES	-	-	-	-
5668	0x1624	YES	-	-	-	-
5669	0x1625	YES	-	-	-	-
5672	0x1628	YES	-	-	-	-
5890	0x1702	YES	-	-	-	-
5892	0x1704	YES	0x1124d850	-	-	-
5893	0x1705	YES	-	-	-	-
5895	0x1707	YES	0x1124db60	-	-	-
5897	0x1709	YES	0x1124dc70	-	-	-
5905	0x1711	YES	-	-	-	-
5907	0x1713	YES	-	-	-	-
5908	0x1714	YES	-	-	-	-
5910	0x1716	YES	-	-	-	-
5912	0x1718	YES	-	-	-	-
5920	0x1720	YES	-	-	-	-
5922	0x1722	YES	-	-	-	-
5924	0x1724	YES	-	-	-	-
5925	0x1725	YES	-	-	-	-
5926	0x1726	YES	-	-	-	-
5927	0x1727	YES	-	-	-	-
5929	0x1729	YES	-	-	-	-
5930	0x172a	YES	-	-	-	-
5932	0x172c	YES	-	-	-	-
5936	0x1730	YES	-	-	-	-
5938	0x1732	YES	-	-	-	-
5940	0x1734	YES	-	-	-	-
5942	0x1736	YES	-	-	-	-
5943	0x1737	YES	-	-	-	-
5952	0x1740	YES	-	-	-	-
5954	0x1742	YES	-	-	-	-
5955	0x1743	YES	-	-	-	-
6401	0x1901	YES	0x112775d0	-	-	-
6403	0x1903	YES	0x11277850	-	-	-
6404	0x1904	YES	-	-	-	-
6657	0x1a01	YES	0x112d93e0	-	-	-
6658	0x1a02	YES	0x112d92f0	-	-	-
6659	0x1a03	YES	0x112d94a0	-	-	-
6660	0x1a04	YES	0x112d9500	-	-	-
6661	0x1a05	YES	-	-	-	-
6662	0x1a06	YES	-	-	-	-
6663	0x1a07	YES	-	-	-	-
6664	0x1a08	YES	-	-	-	-
6673	0x1a11	YES	-	-	-	-
6916	0x1b04	YES	0x112c22c0	-	-	-
6918	0x1b06	YES	0x112c21c0	-	-	-
6920	0x1b08	YES	0x112c2140	-	-	-
6922	0x1b0a	YES	0x112c2400	-	-	-
6930	0x1b12	YES	-	-	-	-
6932	0x1b14	YES	-	-	-	-
6948	0x1b24	YES	-	-	-	-
6950	0x1b26	YES	-	-	-	-
6952	0x1b28	YES	-	-	-	-
6954	0x1b2a	YES	-	-	-	-
6956	0x1b2c	YES	-	-	-	-
6957	0x1b2d	YES	-	-	-	-
6959	0x1b2f	YES	-	-	-	-
7170	0x1c02	YES	0x112dc070	-	-	-
7172	0x1c04	YES	0x112dc0d0	-	-	-
7174	0x1c06	YES	0x112dc120	-	-	-
7175	0x1c07	YES	0x112dc170	-	-	-
7176	0x1c08	YES	-	-	-	-
8194	0x2002	YES	0x11273a20	-	-	-
8196	0x2004	YES	0x11273ef0	-	-	-
8198	0x2006	YES	0x112739d0	-	-	-
8199	0x2007	YES	0x11273a60	-	-	-
8201	0x2009	YES	-	-	-	-
8203	0x200b	YES	-	-	-	-
8205	0x200d	YES	-	-	-	-
8206	0x200e	YES	-	-	-	-
8208	0x2010	YES	-	-	-	-
8209	0x2011	YES	-	-	-	-
8210	0x2012	YES	-	-	-	-
8212	0x2014	YES	-	-	-	-
8213	0x2015	YES	-	-	-	-
8214	0x2016	YES	-	-	-	-
8215	0x2017	YES	-	-	-	-
8216	0x2018	YES	-	-	-	-
8234	0x202a	YES	-	-	-	-
8235	0x202b	YES	-	-	-	-
8237	0x202d	YES	-	-	-	-
8238	0x202e	YES	-	-	-	-
8240	0x2030	YES	-	-	-	-
8242	0x2032	YES	-	-	-	-
8529	0x2151	YES	0x112ceaa0	-	-	-
8530	0x2152	YES	0x112cead0	-	-	-
8531	0x2153	YES	0x112ce800	-	-	-
8532	0x2154	YES	0x112ce410	-	-	-
8533	0x2155	YES	0x112ce500	-	-	-
8534	0x2156	YES	0x112ce650	-	-	-
8535	0x2157	YES	0x112ce5c0	-	-	-
8536	0x2158	YES	0x112ce710	-	-	-
8537	0x2159	YES	0x112ce830	-	-	-
8544	0x2160	YES	0x112ce8c0	-	-	-
8545	0x2161	YES	0x112ce770	-	-	-
8546	0x2162	YES	0x112ce2d0	-	-	-
8547	0x2163	YES	0x112ce740	-	-	-
8548	0x2164	YES	0x112ce7d0	-	-	-
8549	0x2165	YES	0x112ce7a0	-	-	-
8550	0x2166	YES	0x112cf190	-	-	-
8551	0x2167	YES	0x112cf160	-	-	-
8552	0x2168	YES	0x112ce270	-	-	-
8553	0x2169	YES	0x112cf220	-	-	-
8554	0x216a	YES	0x112ce3e0	-	-	-
8555	0x216b	YES	0x112ce6e0	-	-	-
8556	0x216c	YES	0x112ce680	-	-	-
8557	0x216d	YES	0x112ce590	-	-	-
8558	0x216e	YES	0x112ce2a0	-	-	-
8559	0x216f	YES	0x112cf310	-	-	-
8560	0x2170	YES	0x112ce300	-	-	-
8561	0x2171	YES	0x112ceb00	-	-	-
8562	0x2172	YES	0x112cf250	-	-	-
8563	0x2173	YES	0x112cf1c0	-	-	-
8564	0x2174	YES	0x112ce4d0	-	-	-
8565	0x2175	YES	0x112ce890	-	-	-
8566	0x2176	YES	0x112ce860	-	-	-
8567	0x2177	YES	0x112ceb30	-	-	-
8578	0x2182	YES	0x112ce920	-	-	-
8584	0x2188	YES	0x112ce620	-	-	-
8586	0x218a	YES	0x112cf1f0	-	-	-
8588	0x218c	YES	0x112ce470	-	-	-
8589	0x218d	YES	0x112cf280	-	-	-
8592	0x2190	YES	0x112ce440	-	-	-
8594	0x2192	YES	0x112ce530	-	-	-
8596	0x2194	YES	0x112ce8f0	-	-	-
8599	0x2197	YES	0x112ce6b0	-	-	-
8601	0x2199	YES	0x112ce4a0	-	-	-
8609	0x21a1	YES	0x112ce5f0	-	-	-
8611	0x21a3	YES	0x112ce560	-	-	-
8612	0x21a4	YES	0x112cf2e0	-	-	-
8615	0x21a7	YES	0x112cf340	-	-	-
8616	0x21a8	YES	0x112cf2b0	-	-	-
8705	0x2201	YES	0x112d9e80	-	-	-
8706	0x2202	YES	0x112d9cd0	-	-	-
8708	0x2204	YES	0x112d9d60	-	-	-
8709	0x2205	YES	0x112d9df0	-	-	-
8962	0x2302	YES	0x11279320	-	-	-
8963	0x2303	YES	0x11279980	-	-	-
8964	0x2304	YES	0x112799f0	-	-	-
8966	0x2306	YES	0x112792b0	-	-	-
9297	0x2451	YES	0x112d0170	-	-	-
9298	0x2452	YES	0x112d01a0	-	-	-
9730	0x2602	YES	0x112dce20	-	-	-
9731	0x2603	YES	0x112dce80	-	-	-
9732	0x2604	YES	0x112dd000	-	-	-
9733	0x2605	YES	0x112dcfa0	-	-	-
9734	0x2606	YES	-	-	-	-
9735	0x2607	YES	-	-	-	-
9736	0x2608	YES	-	-	-	-
9986	0x2702	YES	-	-	-	-
9987	0x2703	YES	-	-	-	-
10257	0x2811	YES	0x112dec70	-	-	-
10258	0x2812	YES	0x112dece0	-	-	-
10259	0x2813	YES	0x112de780	-	-	-
10260	0x2814	YES	0x112de680	-	-	-
10261	0x2815	YES	-	-	-	-
10262	0x2816	YES	-	-	-	-
10263	0x2817	YES	-	-	-	-
10264	0x2818	YES	-	-	-	-
10272	0x2820	YES	-	-	-	-
10273	0x2821	YES	-	-	-	-
10274	0x2822	YES	-	-	-	-
10275	0x2823	YES	-	-	-	-
10276	0x2824	YES	-	-	-	-
10277	0x2825	YES	-	-	-	-
10500	0x2904	YES	-	-	-	-
12289	0x3001	YES	0x11255fc0	-	-	-
12290	0x3002	YES	0x11256800	-	-	-
12291	0x3003	YES	0x11256000	-	-	-
12293	0x3005	YES	-	-	-	-
12295	0x3007	YES	-	-	-	-
12300	0x300c	YES	-	-	-	-
12303	0x300f	YES	0x11256040	-	-	-
12305	0x3011	YES	-	-	-	-
12307	0x3013	YES	-	-	-	-
12309	0x3015	YES	-	-	-	-
12311	0x3017	YES	-	-	-	-
12313	0x3019	YES	-	-	-	-
12321	0x3021	YES	-	-	-	-
12323	0x3023	YES	-	-	-	-
12325	0x3025	YES	-	-	-	-
12327	0x3027	YES	-	-	-	-
12329	0x3029	YES	-	-	-	-
12337	0x3031	YES	-	-	-	-
12546	0x3102	YES	0x11259990	-	-	-
12548	0x3104	YES	0x11258f40	-	-	-
12550	0x3106	YES	0x11258ff0	-	-	-
12552	0x3108	YES	0x11259640	-	-	-
12554	0x310a	YES	-	-	-	-
12556	0x310c	YES	-	-	-	-
12558	0x310e	YES	-	-	-	-
12576	0x3120	YES	-	-	-	-
12578	0x3122	YES	-	-	-	-
12580	0x3124	YES	-	-	-	-
12582	0x3126	YES	-	-	-	-
12584	0x3128	YES	-	-	-	-
12592	0x3130	YES	-	-	-	-
12594	0x3132	YES	-	-	-	-
12598	0x3136	YES	-	-	-	-
12600	0x3138	YES	-	-	-	-
12608	0x3140	YES	-	-	-	-
12610	0x3142	YES	-	-	-	-
12612	0x3144	YES	-	-	-	-
12614	0x3146	YES	-	-	-	-
12616	0x3148	YES	-	-	-	-
12624	0x3150	YES	-	-	-	-
12626	0x3152	YES	-	-	-	-
12628	0x3154	YES	-	-	-	-
12630	0x3156	YES	-	-	-	-
12801	0x3201	YES	0x1125c4c0	-	-	-
12802	0x3202	YES	0x1125c210	-	-	-
12804	0x3204	YES	0x1125c0f0	-	-	-
12806	0x3206	YES	-	-	-	-
12808	0x3208	YES	-	-	-	-
12816	0x3210	YES	0x1125c840	-	-	-
12818	0x3212	YES	-	-	-	-
12819	0x3213	YES	-	-	-	-
12821	0x3215	YES	-	-	-	-
12823	0x3217	YES	-	-	-	-
12825	0x3219	YES	-	-	-	-
12833	0x3221	YES	-	-	-	-
12835	0x3223	YES	-	-	-	-
13058	0x3302	YES	0x112dad20	-	-	-
13060	0x3304	YES	0x112dacc0	-	-	-
13062	0x3306	YES	0x112daba0	-	-	-
13063	0x3307	YES	0x112dab40	-	-	-
13065	0x3309	YES	-	-	-	-
13072	0x3310	YES	-	-	-	-
13105	0x3331	YES	-	-	-	-
13106	0x3332	YES	-	-	-	-
13107	0x3333	YES	-	-	-	-
13314	0x3402	YES	0x1125d430	-	-	-
13315	0x3403	YES	0x1125d3f0	-	-	-
13570	0x3502	YES	0x1127d350	-	-	-
13572	0x3504	YES	0x1127d0b0	-	-	-
13574	0x3506	YES	0x1127d060	-	-	-
13576	0x3508	YES	0x1127d260	-	-	-
13577	0x3509	YES	-	-	-	-
13857	0x3621	YES	0x112c3160	-	-	-
13858	0x3622	YES	0x112c3250	-	-	-
13859	0x3623	YES	0x112c3280	-	-	-
13860	0x3624	YES	0x112c32b0	-	-	-
13861	0x3625	YES	0x112c32e0	-	-	-
13862	0x3626	YES	0x112c3310	-	-	-
13864	0x3628	YES	0x112c3190	-	-	-
14082	0x3702	YES	0x11276be0	-	-	-
14088	0x3708	YES	0x11276ee0	-	-	-
14089	0x3709	YES	0x11276ea0	-	-	-
14096	0x3710	YES	0x11277000	-	-	-
14098	0x3712	YES	-	-	-	-
14100	0x3714	YES	-	-	-	-
14353	0x3811	YES	0x112c4a00	-	-	-
14354	0x3812	YES	0x112c4a40	-	-	-
14355	0x3813	YES	0x112c4de0	-	-	-
14356	0x3814	YES	0x112c4e20	-	-	-
14357	0x3815	YES	0x112c4a80	-	-	-
14358	0x3816	YES	0x112c4b40	-	-	-
14359	0x3817	YES	0x112c4b00	-	-	-
14360	0x3818	YES	0x112c4ac0	-	-	-
14361	0x3819	YES	0x112c4b80	-	-	-
14368	0x3820	YES	0x112c4bc0	-	-	-
14609	0x3911	YES	0x112c5530	-	-	-
14610	0x3912	YES	0x112c5460	-	-	-
14611	0x3913	YES	0x112c5420	-	-	-
16385	0x4001	YES	-	-	-	-
16387	0x4003	YES	-	-	-	-
16657	0x4111	YES	0x112c61a0	-	-	-
16658	0x4112	YES	0x112c5f90	-	-	-
16659	0x4113	YES	0x112c5fc0	-	-	-
16660	0x4114	YES	0x112c5ff0	-	-	-
16661	0x4115	YES	-	-	-	-
16662	0x4116	YES	-	-	-	-
16663	0x4117	YES	-	-	-	-
17169	0x4311	YES	0x112db670	-	-	-
17170	0x4312	YES	0x112db6d0	-	-	-
17171	0x4313	YES	0x112db6a0	-	-	-
17172	0x4314	YES	0x112db700	-	-	-
17410	0x4402	YES	0x11275d80	-	-	-
17412	0x4404	YES	0x11275d40	-	-	-
17414	0x4406	YES	0x11275c30	-	-	-
17416	0x4408	YES	0x11275dc0	-	-	-
17418	0x440a	YES	-	-	-	-
17420	0x440c	YES	-	-	-	-
17422	0x440e	YES	-	-	-	-
17425	0x4411	YES	-	-	-	-
17666	0x4502	YES	0x1127dfc0	-	-	-
17671	0x4507	YES	0x1127e100	-	-	-
17683	0x4513	YES	0x1127e060	-	-	-
17685	0x4515	YES	0x1127df60	-	-	-
17687	0x4517	YES	-	-	-	-
17689	0x4519	YES	-	-	-	-
17922	0x4602	YES	0x112c3a40	-	-	-
17924	0x4604	YES	0x112c3b00	-	-	-
17925	0x4605	YES	0x112c3aa0	-	-	-
18177	0x4701	YES	0x11240950	-	-	-
18434	0x4802	YES	0x112523b0	-	-	-
18436	0x4804	YES	0x11252270	-	-	-
18437	0x4805	YES	0x11252420	-	-	-
18438	0x4806	YES	-	-	-	-
18440	0x4808	YES	0x11252920	-	-	-
18441	0x4809	YES	-	-	-	-
18448	0x4810	YES	-	-	-	-
18449	0x4811	YES	-	-	-	-
18450	0x4812	YES	-	-	-	-
18706	0x4912	YES	0x112cfd50	-	-	-
18722	0x4922	YES	0x112cfdc0	-	-	-
20481	0x5001	YES	0x112c6850	-	-	-
20738	0x5102	YES	0x11282ab0	-	-	-
20739	0x5103	YES	0x11282d50	-	-	-
20742	0x5106	YES	0x11282cd0	-	-	-
20754	0x5112	YES	0x11282e40	-	-	-
20756	0x5114	YES	-	-	-	-
20758	0x5116	YES	-	-	-	-
20770	0x5122	YES	-	-	-	-
20771	0x5123	YES	-	-	-	-
20772	0x5124	YES	-	-	-	-
20773	0x5125	YES	-	-	-	-
20774	0x5126	YES	-	-	-	-
20775	0x5127	YES	-	-	-	-
20777	0x5129	YES	-	-	-	-
20784	0x5130	YES	-	-	-	-
20785	0x5131	YES	-	-	-	-
20786	0x5132	YES	-	-	-	-
20788	0x5134	YES	-	-	-	-
20791	0x5137	YES	-	-	-	-
20793	0x5139	YES	0x112836d0	-	-	-
20801	0x5141	YES	0x112837d0	-	-	-
20803	0x5143	YES	0x11283760	-	-	-
20994	0x5202	YES	-	-	-	-
20996	0x5204	YES	-	-	-	-
20998	0x5206	YES	-	-	-	-
20999	0x5207	YES	-	-	-	-
21249	0x5301	YES	0x1127f820	-	-	-
21251	0x5303	YES	0x1127f6f0	-	-	-
21841	0x5551	YES	0x112c94c0	-	-	-
21842	0x5552	YES	0x112c9400	-	-	-
21843	0x5553	YES	0x112c9460	-	-	-
21844	0x5554	YES	0x112c9490	-	-	-
21845	0x5555	YES	0x112c9430	-	-	-
21846	0x5556	YES	0x112c93a0	-	-	-
21847	0x5557	YES	0x112c93d0	-	-	-
22018	0x5602	YES	0x11283e40	-	-	-
22020	0x5604	YES	0x11283e10	-	-	-
22022	0x5606	YES	0x11283de0	-	-	-
22274	0x5702	YES	-	-	-	-
22275	0x5703	YES	-	-	-	-
22276	0x5704	YES	-	-	-	-
22278	0x5706	YES	-	-	-	-
22280	0x5708	YES	-	-	-	-
22283	0x570b	YES	-	-	-	-
22287	0x570f	YES	-	-	-	-
22288	0x5710	YES	-	-	-	-
22289	0x5711	YES	-	-	-	-
22609	0x5851	YES	-	-	-	-
22786	0x5902	YES	-	-	-	-
22787	0x5903	YES	-	-	-	-
22788	0x5904	YES	-	-	-	-
22790	0x5906	YES	-	-	-	-
22792	0x5908	YES	-	-	-	-
22800	0x5910	YES	-	-	-	-
22802	0x5912	YES	-	-	-	-
22817	0x5921	YES	-	-	-	-
24578	0x6002	YES	0x112c69b0	-	-	-
24580	0x6004	YES	0x112c6950	-	-	-
24581	0x6005	YES	0x112c6900	-	-	-
24865	0x6121	YES	0x112684c0	-	-	-
24866	0x6122	YES	0x112684f0	-	-	-
24867	0x6123	YES	0x112685b0	-	-	-
24868	0x6124	YES	0x11268520	-	-	-
24869	0x6125	YES	0x11268640	-	-	-
24870	0x6126	YES	0x11268580	-	-	-
24871	0x6127	YES	0x11268670	-	-	-
24872	0x6128	YES	0x11268550	-	-	-
24873	0x6129	YES	-	-	-	-
24880	0x6130	YES	0x112685e0	-	-	-
24881	0x6131	YES	0x11268610	-	-	-
25109	0x6215	YES	0x112cf9b0	-	-	-
25110	0x6216	YES	-	-	-	-
25111	0x6217	YES	0x112cf980	-	-	-
25112	0x6218	YES	-	-	-	-
25345	0x6301	YES	0x11281740	-	-	-
25347	0x6303	YES	0x112817b0	-	-	-
25348	0x6304	YES	0x11281780	-	-	-
25349	0x6305	YES	0x11281640	-	-	-
25602	0x6402	YES	0x11241470	-	-	-
25604	0x6404	YES	0x11241590	-	-	-
25606	0x6406	YES	0x11241530	-	-	-
25608	0x6408	YES	0x11241410	-	-	-
25616	0x6410	YES	-	-	-	-
25858	0x6502	YES	0x11241b60	-	-	-
25859	0x6503	YES	0x11241bd0	-	-	-
26114	0x6602	YES	0x1127eae0	-	-	-
26116	0x6604	YES	0x1127e960	-	-	-
26117	0x6605	YES	0x1127e8f0	-	-	-
26119	0x6607	YES	0x1127eb70	-	-	-
26121	0x6609	YES	-	-	-	-
26370	0x6702	YES	0x1127f0d0	-	-	-
26371	0x6703	YES	0x1127f280	-	-	-
26373	0x6705	YES	0x1127f190	-	-	-
26882	0x6902	YES	0x112807d0	-	-	-
26884	0x6904	YES	0x11280910	-	-	-
26885	0x6905	YES	0x11280600	-	-	-
26886	0x6906	YES	0x11280550	-	-	-
27138	0x6a02	YES	0x11284990	-	-	-
27140	0x6a04	YES	0x11284b50	-	-	-
27142	0x6a06	YES	0x11284a70	-	-	-
27143	0x6a07	YES	0x11284950	-	-	-
